ID,Day,Date,Time_x,Month,Total Vehicles,Vehicle Type_x,Payment Method_x,Location_x,Lane_x,Wind Speed,Precipitation,Snow,Max Temp,Min Temp,Violation ID,Time_y,Vehicle Type_y,Payment Method_y,Location_y,Lane_y,Violation,Traffic ID_x,Bus ID,Time,Departures,Passengers per Bus,Location,Traffic ID_y
334,Saturday,2024-08-17,00:43:00,August,366,Bus,EZ Pass,Terminal C,9,0.6,3.1,2.3,-5.2,14.2,284,21:38:00,Bus,Unpaid,Terminal C,9,False,104,204,04:55:00,9,58,Terminal C,373
111,Saturday,2024-06-08,16:28:00,June,231,Small Truck,EZ Pass,Bridge A,6,8.7,29.5,8.1,-3.9,26.6,390,09:19:00,Small Truck,Unpaid,Terminal C,1,True,379,224,18:21:00,3,91,Terminal C,21
111,Saturday,2024-06-08,16:28:00,June,231,Small Truck,EZ Pass,Bridge A,6,8.7,29.5,8.1,-3.9,26.6,390,09:19:00,Small Truck,Unpaid,Terminal C,1,True,379,336,06:10:00,8,51,Tunnel B,389
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,60,13:33:00,10,58,Bridge A,447
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,218,06:04:00,3,28,Terminal C,472
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,443,14:08:00,16,30,Tunnel B,191
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,60,13:33:00,10,58,Bridge A,447
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,218,06:04:00,3,28,Terminal C,472
117,Saturday,2024-08-31,16:14:00,August,236,Large Truck,Cash,Tunnel B,6,14.4,38.0,6.2,4.3,27.4,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,443,14:08:00,16,30,Tunnel B,191
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,60,13:33:00,10,58,Bridge A,447
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,218,06:04:00,3,28,Terminal C,472
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,368,09:45:00,Auto,Paid,Tunnel B,5,False,133,443,14:08:00,16,30,Tunnel B,191
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,60,13:33:00,10,58,Bridge A,447
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,218,06:04:00,3,28,Terminal C,472
247,Saturday,2024-08-31,00:55:00,August,161,Auto,Cash,Terminal C,5,2.2,43.5,5.8,5.6,17.7,445,12:35:00,Auto,Unpaid,Bridge A,9,False,12,443,14:08:00,16,30,Tunnel B,191
122,Saturday,2024-09-28,14:47:00,September,325,Small Truck,Cash,Bridge A,9,13.2,27.7,3.1,-6.4,-3.8,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
122,Saturday,2024-09-28,14:47:00,September,325,Small Truck,Cash,Bridge A,9,13.2,27.7,3.1,-6.4,-3.8,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
180,Saturday,2024-09-28,07:36:00,September,207,Small Truck,EZ Pass,Terminal C,6,8.7,13.7,4.8,24.0,2.5,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
180,Saturday,2024-09-28,07:36:00,September,207,Small Truck,EZ Pass,Terminal C,6,8.7,13.7,4.8,24.0,2.5,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
272,Saturday,2024-09-28,00:24:00,September,127,Auto,Cash,Bridge A,8,15.6,42.2,1.7,4.5,8.8,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
272,Saturday,2024-09-28,00:24:00,September,127,Auto,Cash,Bridge A,8,15.6,42.2,1.7,4.5,8.8,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
277,Saturday,2024-09-28,01:14:00,September,139,Small Truck,Cash,Terminal C,8,11.5,61.5,9.9,18.1,-2.9,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
277,Saturday,2024-09-28,01:14:00,September,139,Small Truck,Cash,Terminal C,8,11.5,61.5,9.9,18.1,-2.9,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
375,Saturday,2024-09-28,17:44:00,September,329,Small Truck,Cash,Tunnel B,9,15.5,67.2,0.6,25.5,9.4,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
375,Saturday,2024-09-28,17:44:00,September,329,Small Truck,Cash,Tunnel B,9,15.5,67.2,0.6,25.5,9.4,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
479,Saturday,2024-09-28,06:11:00,September,285,Large Truck,EZ Pass,Bridge A,7,16.0,71.7,3.8,1.5,-6.2,95,08:03:00,Bus,Unpaid,Terminal C,1,True,186,482,13:56:00,11,61,Tunnel B,335
479,Saturday,2024-09-28,06:11:00,September,285,Large Truck,EZ Pass,Bridge A,7,16.0,71.7,3.8,1.5,-6.2,451,20:06:00,Large Truck,Unpaid,Tunnel B,9,False,250,482,13:56:00,11,61,Tunnel B,335
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,81,14:22:00,Large Truck,Unpaid,Terminal C,10,True,194,462,01:50:00,13,16,Bridge A,50
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,81,14:22:00,Large Truck,Unpaid,Terminal C,10,True,194,480,07:41:00,18,55,Bridge A,362
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,101,22:12:00,Bus,Unpaid,Bridge A,4,False,3,462,01:50:00,13,16,Bridge A,50
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,101,22:12:00,Bus,Unpaid,Bridge A,4,False,3,480,07:41:00,18,55,Bridge A,362
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,150,15:15:00,Bus,Unpaid,Bridge A,10,False,201,462,01:50:00,13,16,Bridge A,50
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,150,15:15:00,Bus,Unpaid,Bridge A,10,False,201,480,07:41:00,18,55,Bridge A,362
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,223,21:30:00,Large Truck,Paid,Bridge A,8,True,148,462,01:50:00,13,16,Bridge A,50
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,223,21:30:00,Large Truck,Paid,Bridge A,8,True,148,480,07:41:00,18,55,Bridge A,362
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,471,02:59:00,Bus,Unpaid,Terminal C,5,True,299,462,01:50:00,13,16,Bridge A,50
123,Thursday,2024-02-22,03:41:00,February,219,Small Truck,Cash,Terminal C,6,10.1,90.4,1.3,23.0,20.7,471,02:59:00,Bus,Unpaid,Terminal C,5,True,299,480,07:41:00,18,55,Bridge A,362
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,81,14:22:00,Large Truck,Unpaid,Terminal C,10,True,194,462,01:50:00,13,16,Bridge A,50
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,81,14:22:00,Large Truck,Unpaid,Terminal C,10,True,194,480,07:41:00,18,55,Bridge A,362
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,101,22:12:00,Bus,Unpaid,Bridge A,4,False,3,462,01:50:00,13,16,Bridge A,50
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,101,22:12:00,Bus,Unpaid,Bridge A,4,False,3,480,07:41:00,18,55,Bridge A,362
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,150,15:15:00,Bus,Unpaid,Bridge A,10,False,201,462,01:50:00,13,16,Bridge A,50
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,150,15:15:00,Bus,Unpaid,Bridge A,10,False,201,480,07:41:00,18,55,Bridge A,362
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,223,21:30:00,Large Truck,Paid,Bridge A,8,True,148,462,01:50:00,13,16,Bridge A,50
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,223,21:30:00,Large Truck,Paid,Bridge A,8,True,148,480,07:41:00,18,55,Bridge A,362
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,471,02:59:00,Bus,Unpaid,Terminal C,5,True,299,462,01:50:00,13,16,Bridge A,50
255,Thursday,2024-02-22,06:08:00,February,377,Large Truck,EZ Pass,Tunnel B,10,15.0,87.6,7.0,12.7,6.7,471,02:59:00,Bus,Unpaid,Terminal C,5,True,299,480,07:41:00,18,55,Bridge A,362
124,Saturday,2024-07-13,06:18:00,July,185,Auto,Cash,Terminal C,4,13.3,63.9,6.6,27.8,-9.1,91,21:52:00,Large Truck,Unpaid,Bridge A,2,True,60,276,20:27:00,18,13,Bridge A,343
124,Saturday,2024-07-13,06:18:00,July,185,Auto,Cash,Terminal C,4,13.3,63.9,6.6,27.8,-9.1,138,17:09:00,Large Truck,Unpaid,Tunnel B,7,False,318,276,20:27:00,18,13,Bridge A,343
124,Saturday,2024-07-13,06:18:00,July,185,Auto,Cash,Terminal C,4,13.3,63.9,6.6,27.8,-9.1,331,03:59:00,Large Truck,Unpaid,Bridge A,10,False,470,276,20:27:00,18,13,Bridge A,343
332,Saturday,2024-07-13,05:18:00,July,167,Small Truck,EZ Pass,Terminal C,9,18.3,36.3,4.3,29.5,-3.8,91,21:52:00,Large Truck,Unpaid,Bridge A,2,True,60,276,20:27:00,18,13,Bridge A,343
332,Saturday,2024-07-13,05:18:00,July,167,Small Truck,EZ Pass,Terminal C,9,18.3,36.3,4.3,29.5,-3.8,138,17:09:00,Large Truck,Unpaid,Tunnel B,7,False,318,276,20:27:00,18,13,Bridge A,343
332,Saturday,2024-07-13,05:18:00,July,167,Small Truck,EZ Pass,Terminal C,9,18.3,36.3,4.3,29.5,-3.8,331,03:59:00,Large Truck,Unpaid,Bridge A,10,False,470,276,20:27:00,18,13,Bridge A,343
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,28,18:16:00,Bus,Paid,Terminal C,6,False,361,103,12:51:00,3,76,Bridge A,143
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,28,18:16:00,Bus,Paid,Terminal C,6,False,361,207,02:22:00,9,72,Bridge A,15
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,28,18:16:00,Bus,Paid,Terminal C,6,False,361,369,21:37:00,19,34,Bridge A,333
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,28,18:16:00,Bus,Paid,Terminal C,6,False,361,439,00:53:00,5,29,Terminal C,18
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,330,10:47:00,Auto,Unpaid,Terminal C,9,True,495,103,12:51:00,3,76,Bridge A,143
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,330,10:47:00,Auto,Unpaid,Terminal C,9,True,495,207,02:22:00,9,72,Bridge A,15
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,330,10:47:00,Auto,Unpaid,Terminal C,9,True,495,369,21:37:00,19,34,Bridge A,333
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,330,10:47:00,Auto,Unpaid,Terminal C,9,True,495,439,00:53:00,5,29,Terminal C,18
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,460,01:12:00,Bus,Paid,Terminal C,8,False,208,103,12:51:00,3,76,Bridge A,143
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,460,01:12:00,Bus,Paid,Terminal C,8,False,208,207,02:22:00,9,72,Bridge A,15
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,460,01:12:00,Bus,Paid,Terminal C,8,False,208,369,21:37:00,19,34,Bridge A,333
126,Saturday,2024-05-04,00:04:00,May,140,Bus,Cash,Terminal C,2,3.6,12.8,4.7,-0.8,13.2,460,01:12:00,Bus,Paid,Terminal C,8,False,208,439,00:53:00,5,29,Terminal C,18
127,Sunday,2024-06-09,04:07:00,June,90,Bus,EZ Pass,Tunnel B,7,12.9,44.7,7.9,25.4,-5.4,211,16:14:00,Auto,Paid,Terminal C,10,True,266,245,07:25:00,12,33,Tunnel B,248
127,Sunday,2024-06-09,04:07:00,June,90,Bus,EZ Pass,Tunnel B,7,12.9,44.7,7.9,25.4,-5.4,211,16:14:00,Auto,Paid,Terminal C,10,True,266,315,00:30:00,20,19,Terminal C,468
128,Wednesday,2024-12-18,18:06:00,December,234,Bus,EZ Pass,Terminal C,2,14.5,29.5,9.9,10.7,-12.4,170,07:52:00,Bus,Unpaid,Terminal C,10,True,196,193,10:49:00,20,17,Tunnel B,347
128,Wednesday,2024-12-18,18:06:00,December,234,Bus,EZ Pass,Terminal C,2,14.5,29.5,9.9,10.7,-12.4,171,03:23:00,Large Truck,Unpaid,Bridge A,9,True,262,193,10:49:00,20,17,Tunnel B,347
261,Wednesday,2024-12-18,17:36:00,December,54,Large Truck,EZ Pass,Bridge A,2,8.5,2.3,3.4,10.6,16.3,170,07:52:00,Bus,Unpaid,Terminal C,10,True,196,193,10:49:00,20,17,Tunnel B,347
261,Wednesday,2024-12-18,17:36:00,December,54,Large Truck,EZ Pass,Bridge A,2,8.5,2.3,3.4,10.6,16.3,171,03:23:00,Large Truck,Unpaid,Bridge A,9,True,262,193,10:49:00,20,17,Tunnel B,347
335,Wednesday,2024-12-18,14:43:00,December,155,Large Truck,Cash,Bridge A,7,14.9,95.5,0.9,21.0,-14.9,170,07:52:00,Bus,Unpaid,Terminal C,10,True,196,193,10:49:00,20,17,Tunnel B,347
335,Wednesday,2024-12-18,14:43:00,December,155,Large Truck,Cash,Bridge A,7,14.9,95.5,0.9,21.0,-14.9,171,03:23:00,Large Truck,Unpaid,Bridge A,9,True,262,193,10:49:00,20,17,Tunnel B,347
424,Wednesday,2024-12-18,10:50:00,December,392,Bus,Cash,Bridge A,5,5.7,57.8,7.7,9.8,-11.8,170,07:52:00,Bus,Unpaid,Terminal C,10,True,196,193,10:49:00,20,17,Tunnel B,347
424,Wednesday,2024-12-18,10:50:00,December,392,Bus,Cash,Bridge A,5,5.7,57.8,7.7,9.8,-11.8,171,03:23:00,Large Truck,Unpaid,Bridge A,9,True,262,193,10:49:00,20,17,Tunnel B,347
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,59,14:22:00,Auto,Paid,Tunnel B,3,True,75,6,15:16:00,13,63,Bridge A,219
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,59,14:22:00,Auto,Paid,Tunnel B,3,True,75,69,05:45:00,7,95,Bridge A,422
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,59,14:22:00,Auto,Paid,Tunnel B,3,True,75,233,13:45:00,6,24,Bridge A,65
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,271,22:13:00,Large Truck,Paid,Terminal C,4,False,40,6,15:16:00,13,63,Bridge A,219
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,271,22:13:00,Large Truck,Paid,Terminal C,4,False,40,69,05:45:00,7,95,Bridge A,422
131,Thursday,2024-06-27,00:45:00,June,333,Bus,EZ Pass,Tunnel B,7,1.3,60.8,8.6,26.6,-5.4,271,22:13:00,Large Truck,Paid,Terminal C,4,False,40,233,13:45:00,6,24,Bridge A,65
133,Saturday,2024-07-27,00:12:00,July,325,Small Truck,Cash,Tunnel B,5,9.5,34.2,3.4,31.3,0.3,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,125,23:25:00,1,18,Bridge A,173
133,Saturday,2024-07-27,00:12:00,July,325,Small Truck,Cash,Tunnel B,5,9.5,34.2,3.4,31.3,0.3,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,328,07:29:00,19,100,Terminal C,225
133,Saturday,2024-07-27,00:12:00,July,325,Small Truck,Cash,Tunnel B,5,9.5,34.2,3.4,31.3,0.3,454,08:35:00,Auto,Paid,Bridge A,9,True,35,125,23:25:00,1,18,Bridge A,173
133,Saturday,2024-07-27,00:12:00,July,325,Small Truck,Cash,Tunnel B,5,9.5,34.2,3.4,31.3,0.3,454,08:35:00,Auto,Paid,Bridge A,9,True,35,328,07:29:00,19,100,Terminal C,225
147,Saturday,2024-07-27,00:52:00,July,75,Large Truck,EZ Pass,Terminal C,1,11.6,80.8,8.0,0.3,-11.0,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,125,23:25:00,1,18,Bridge A,173
147,Saturday,2024-07-27,00:52:00,July,75,Large Truck,EZ Pass,Terminal C,1,11.6,80.8,8.0,0.3,-11.0,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,328,07:29:00,19,100,Terminal C,225
147,Saturday,2024-07-27,00:52:00,July,75,Large Truck,EZ Pass,Terminal C,1,11.6,80.8,8.0,0.3,-11.0,454,08:35:00,Auto,Paid,Bridge A,9,True,35,125,23:25:00,1,18,Bridge A,173
147,Saturday,2024-07-27,00:52:00,July,75,Large Truck,EZ Pass,Terminal C,1,11.6,80.8,8.0,0.3,-11.0,454,08:35:00,Auto,Paid,Bridge A,9,True,35,328,07:29:00,19,100,Terminal C,225
438,Saturday,2024-07-27,00:30:00,July,416,Bus,EZ Pass,Tunnel B,2,15.2,28.6,5.3,8.1,28.9,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,125,23:25:00,1,18,Bridge A,173
438,Saturday,2024-07-27,00:30:00,July,416,Bus,EZ Pass,Tunnel B,2,15.2,28.6,5.3,8.1,28.9,206,13:24:00,Large Truck,Paid,Tunnel B,10,True,183,328,07:29:00,19,100,Terminal C,225
438,Saturday,2024-07-27,00:30:00,July,416,Bus,EZ Pass,Tunnel B,2,15.2,28.6,5.3,8.1,28.9,454,08:35:00,Auto,Paid,Bridge A,9,True,35,125,23:25:00,1,18,Bridge A,173
438,Saturday,2024-07-27,00:30:00,July,416,Bus,EZ Pass,Tunnel B,2,15.2,28.6,5.3,8.1,28.9,454,08:35:00,Auto,Paid,Bridge A,9,True,35,328,07:29:00,19,100,Terminal C,225
139,Wednesday,2024-05-08,04:24:00,May,173,Large Truck,EZ Pass,Terminal C,5,12.8,41.1,2.5,24.5,-11.8,108,16:40:00,Small Truck,Unpaid,Bridge A,2,False,119,398,09:13:00,2,64,Terminal C,138
139,Wednesday,2024-05-08,04:24:00,May,173,Large Truck,EZ Pass,Terminal C,5,12.8,41.1,2.5,24.5,-11.8,169,20:15:00,Small Truck,Paid,Tunnel B,10,True,377,398,09:13:00,2,64,Terminal C,138
139,Wednesday,2024-05-08,04:24:00,May,173,Large Truck,EZ Pass,Terminal C,5,12.8,41.1,2.5,24.5,-11.8,175,12:50:00,Bus,Paid,Terminal C,6,True,17,398,09:13:00,2,64,Terminal C,138
139,Wednesday,2024-05-08,04:24:00,May,173,Large Truck,EZ Pass,Terminal C,5,12.8,41.1,2.5,24.5,-11.8,279,17:23:00,Small Truck,Unpaid,Terminal C,6,False,389,398,09:13:00,2,64,Terminal C,138
143,Tuesday,2024-07-16,22:09:00,July,354,Large Truck,Cash,Terminal C,3,16.8,56.1,0.6,21.7,-10.6,453,11:37:00,Large Truck,Unpaid,Tunnel B,8,True,47,108,15:30:00,9,38,Terminal C,107
319,Tuesday,2024-07-16,22:33:00,July,409,Auto,Cash,Bridge A,1,1.6,9.0,7.2,-8.0,26.6,453,11:37:00,Large Truck,Unpaid,Tunnel B,8,True,47,108,15:30:00,9,38,Terminal C,107
144,Wednesday,2024-10-09,14:17:00,October,66,Large Truck,EZ Pass,Terminal C,10,19.6,48.4,8.8,27.6,0.9,218,17:41:00,Large Truck,Paid,Bridge A,6,False,283,288,12:46:00,3,53,Bridge A,360
144,Wednesday,2024-10-09,14:17:00,October,66,Large Truck,EZ Pass,Terminal C,10,19.6,48.4,8.8,27.6,0.9,367,13:51:00,Small Truck,Unpaid,Tunnel B,8,True,369,288,12:46:00,3,53,Bridge A,360
157,Wednesday,2024-10-09,12:19:00,October,118,Bus,Cash,Tunnel B,1,16.3,73.6,8.0,24.0,-18.4,218,17:41:00,Large Truck,Paid,Bridge A,6,False,283,288,12:46:00,3,53,Bridge A,360
157,Wednesday,2024-10-09,12:19:00,October,118,Bus,Cash,Tunnel B,1,16.3,73.6,8.0,24.0,-18.4,367,13:51:00,Small Truck,Unpaid,Tunnel B,8,True,369,288,12:46:00,3,53,Bridge A,360
145,Thursday,2024-01-04,17:21:00,January,139,Large Truck,Cash,Bridge A,10,3.5,77.4,7.8,28.8,-2.5,160,22:17:00,Bus,Unpaid,Terminal C,6,False,43,120,15:34:00,10,66,Bridge A,457
145,Thursday,2024-01-04,17:21:00,January,139,Large Truck,Cash,Bridge A,10,3.5,77.4,7.8,28.8,-2.5,160,22:17:00,Bus,Unpaid,Terminal C,6,False,43,435,07:35:00,9,100,Tunnel B,140
148,Sunday,2024-12-29,05:21:00,December,240,Auto,Cash,Bridge A,9,10.8,58.4,2.9,-2.4,2.9,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,7,09:14:00,11,37,Tunnel B,153
148,Sunday,2024-12-29,05:21:00,December,240,Auto,Cash,Bridge A,9,10.8,58.4,2.9,-2.4,2.9,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,139,00:40:00,19,16,Tunnel B,383
148,Sunday,2024-12-29,05:21:00,December,240,Auto,Cash,Bridge A,9,10.8,58.4,2.9,-2.4,2.9,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,237,05:37:00,8,54,Terminal C,122
148,Sunday,2024-12-29,05:21:00,December,240,Auto,Cash,Bridge A,9,10.8,58.4,2.9,-2.4,2.9,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,307,13:01:00,9,53,Terminal C,498
148,Sunday,2024-12-29,05:21:00,December,240,Auto,Cash,Bridge A,9,10.8,58.4,2.9,-2.4,2.9,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,450,18:13:00,8,53,Terminal C,176
227,Sunday,2024-12-29,20:01:00,December,64,Auto,Cash,Bridge A,4,1.5,80.6,1.0,28.0,16.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,7,09:14:00,11,37,Tunnel B,153
227,Sunday,2024-12-29,20:01:00,December,64,Auto,Cash,Bridge A,4,1.5,80.6,1.0,28.0,16.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,139,00:40:00,19,16,Tunnel B,383
227,Sunday,2024-12-29,20:01:00,December,64,Auto,Cash,Bridge A,4,1.5,80.6,1.0,28.0,16.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,237,05:37:00,8,54,Terminal C,122
227,Sunday,2024-12-29,20:01:00,December,64,Auto,Cash,Bridge A,4,1.5,80.6,1.0,28.0,16.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,307,13:01:00,9,53,Terminal C,498
227,Sunday,2024-12-29,20:01:00,December,64,Auto,Cash,Bridge A,4,1.5,80.6,1.0,28.0,16.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,450,18:13:00,8,53,Terminal C,176
408,Sunday,2024-12-29,04:19:00,December,342,Large Truck,EZ Pass,Tunnel B,1,1.6,41.0,1.4,12.1,28.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,7,09:14:00,11,37,Tunnel B,153
408,Sunday,2024-12-29,04:19:00,December,342,Large Truck,EZ Pass,Tunnel B,1,1.6,41.0,1.4,12.1,28.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,139,00:40:00,19,16,Tunnel B,383
408,Sunday,2024-12-29,04:19:00,December,342,Large Truck,EZ Pass,Tunnel B,1,1.6,41.0,1.4,12.1,28.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,237,05:37:00,8,54,Terminal C,122
408,Sunday,2024-12-29,04:19:00,December,342,Large Truck,EZ Pass,Tunnel B,1,1.6,41.0,1.4,12.1,28.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,307,13:01:00,9,53,Terminal C,498
408,Sunday,2024-12-29,04:19:00,December,342,Large Truck,EZ Pass,Tunnel B,1,1.6,41.0,1.4,12.1,28.5,97,12:04:00,Auto,Paid,Tunnel B,8,False,285,450,18:13:00,8,53,Terminal C,176
156,Friday,2024-12-13,23:11:00,December,433,Small Truck,Cash,Tunnel B,9,1.7,34.8,3.9,11.5,1.2,229,23:32:00,Large Truck,Paid,Terminal C,8,False,423,115,02:03:00,16,18,Tunnel B,379
